winery,wine,year,rating,num_review,region,price,type,grapes,region_map,region_map2
Bodegas Toribio,Selección 2020,2020,4.1,163,España / Extremadura / Ribera del Guadiana,11.50,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Tempranillo, Garnacha",Extremadura,Extremadura
Viña Bujanda,Rioja Reserva 2012,2012,3.8,247,España / Rioja,9.75,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Pago de Cirsus,Fermentado en Barrica Chardonnay (Oak Aged) 2020,2020,4.1,75,España / Navarra,12.03,Vino blanco,100 % de Chardonnay,Navarra,Navarra
Dominio de Tares,Baltos Mencía 2018,2018,3.7,188,España / Castilla y León / Bierzo,8.89,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
Viña Zorzal & Matías Michelini,Garnache 2019,2019,4.2,53,España / Navarra,22.55,Vino tinto,100 % de Garnacha,Navarra,Navarra
Suertes del Marqués,Medianías Red 2019,2019,3.9,25,España / Islas Canarias / Valle de la Orotava,16.90,Vino tinto,100 % de Listan Negro,Islas Canarias,Islas Canarias
Quinta de Quercus,Single Vineyard Tinto 2018,2018,4.0,40,España / Castilla / La Mancha,14.50,Otro,100 % de Tempranillo,Castilla,Castilla
Baron de Ley,Rioja Gran Reserva 2015,2015,4.1,1770,España / Rioja,18.25,Vino tinto,"85 % de Tempranillo, 15 % de Graciano",Rioja,Rioja
Curii Uvas & Vinos,Una Noche y Un Dia 2020,2020,3.8,59,España / Valencia / Alicante,10.40,Otro,Curii Uvas & Vinos,Valencia,Valencia
Pradorey,Rosado 2019,2019,3.7,85,España / Castilla y León / Ribera del Duero,9.20,Vino rosado,"50 % de Merlot, 50 % de Tempranillo",Castilla y León,Castilla y León
Alvear,Palacio Quemado La Zarcita 2018,2018,3.8,236,España / Extremadura,9.90,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Tempranillo",Extremadura,Extremadura
Bodegas Fin de Siglo,XIII Lunas (Crianza) Rioja 2016,2016,3.7,164,España / Rioja,7.80,Vino tinto,100 % de Malbec,Rioja,Rioja
Pago de Los Capellanes,Crianza Tinto 2010,2010,4.0,1466,España / Castilla y León / Ribera del Duero,42.90,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Pere Guardiola,Floresta 3B8 2016,2016,3.3,36,España / Cataluña / Empordà,7.50,Vino tinto,"Shiraz/Syrah, Merlot, Garnacha",Cataluña,Cataluña
Irache,Real Irache Gran Reserva 1973,1973,4.0,167,España / Navarra,71,Vino tinto,"Tempranillo, Graciano, Garnacha",Navarra,Navarra
Dominio de Atauta,La Celestina Vendimia Seleccionada 2016,2016,4.0,54,España / Castilla y León / Ribera del Duero,14.50,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Bodegas Arrocal,Passión Ribera del Duero 2017,2017,3.9,239,España / Castilla y León / Ribera del Duero,24.50,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Marques de Burgos,Crianza Vendimia Seleccionada 2018,2018,4.0,116,España / Castilla y León / Ribera del Duero,10.70,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Maguila,Angelitos Negros Toro 2013,2013,3.4,318,España / Castilla y León / Toro,9.95,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
En Números Vermells,In The Red Clàssic 2018,2018,4.2,29,España / Cataluña / Priorato,66,Vino tinto,"Shiraz/Syrah, Cariñena, Garnacha, Garnacha Peluda",Cataluña,Cataluña
Familia Torres,Atrium Chardonnay 2018,2018,3.6,223,España / Cataluña / Penedès,8.95,Vino blanco,100 % de Chardonnay,Cataluña,Cataluña
Divina Proporción,Toro 24 Mozas 2020,2020,3.8,116,España / Castilla y León / Toro,8.90,Otro,100 % de Tinta de toro,Castilla y León,Castilla y León
Federico Paternina,Rioja Reserva 2015,2015,3.7,3978,España / Rioja,6.17,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Hugas de Batlle,Coma Fredosa 2012,2012,3.9,206,España / Cataluña / Empordà,17.36,Vino tinto,100 % de Cabarnet Sauvignon,Cataluña,Cataluña
Castro Ventosa,El Castro de Valtuille 2019,2019,3.7,88,España / Castilla y León / Bierzo,15.50,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
Viña Real,Rioja Reserva 2014,2014,3.8,1245,España / Rioja,13.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Herència Altés,L'Estel 2016,2016,3.8,402,España / Cataluña / Terra Alta,13,Vino tinto,"Shiraz/Syrah, Cariñena, Garnacha",Cataluña,Cataluña
Casa Castillo,Vino de Finca 2017,2017,3.8,360,España / Murcia / Jumilla,11.89,Otro,"75 % de Monastrell, 25 % de Garnacha",Murcia,Murcia
Descendientes de J. Palacios,Las Lamas Bierzo (Corullón) 2010,2010,4.3,53,España / Castilla y León / Bierzo,124.90,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
Carlos Plaza,La Llave Roja Tempranillo - Syrah 2018,2018,3.9,54,España / Extremadura,6.80,Vino tinto,"Shiraz/Syrah, Tempranillo",Extremadura,Extremadura
Ignios Orígenes,Baboso Negro 2013,2013,4.0,181,España / Islas Canarias,33.17,Vino tinto,Alfrocheiro Preto,Islas Canarias,Islas Canarias
Tentenublo,Los Corrillos Tinto 2018,2018,3.9,26,España / Rioja,35.55,Vino tinto,100 % de Viura,Rioja,Rioja
La Purisima,Trapio Monastrell 2018,2018,4.0,77,España / Murcia / Yecla,13.95,Vino tinto,100 % de Monastrell,Murcia,Murcia
Torelló,Tradicional Brut Nature 2015,2015,3.9,36,España / Cava,15.25,Vino espumoso,"47 % de Xarel-lo, 33 % de Macabeo, 20 % de Parellada",Cava,Cava
Abadal,Mandó 2017,2017,3.9,71,España / Cataluña,14.24,Vino tinto,Mandón,Cataluña,Cataluña
Bodegas Roda,Roda I Reserva Rioja 2009,2009,4.4,2238,España / Rioja,97,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Camino del Norte,El Tesón 2012,2012,3.9,50,España / Castilla y León / Bierzo,31.04,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
Bodegas Mano a Mano,Venta La Ossa Tempranillo 2017,2017,4.2,444,España / Castilla,12.05,Vino tinto,100 % de Tempranillo,Castilla,Castilla
Vega Clara,Mario Tempranillo - Cabernet Sauvignon 2018,2018,4.2,110,España / Castilla y León / Ribera del Duero,15.95,Vino tinto,"Cabernet Sauvignon, Tempranillo",Castilla y León,Castilla y León
Viña Ane,Selección 2016,2016,4.2,49,España / Rioja,20.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
AT Roca,Esparter Reserva Clàssic 2015,2015,4.0,120,España / Cataluña / Penedès,22.60,Vino espumoso,100 % de Macabeo,Cataluña,Cataluña
Guilera,Musivari Gran Reserva Brut Nature 2007,2007,4.3,88,España / Cava,23.50,Vino espumoso,"Xarel-lo, Parellada",Cava,Cava
Pago de Los Capellanes,O Luar do Sil Valdeorras Godello Sobre Lias 2019,2019,4.2,205,España / Galicia / Valdeorras,19.17,Vino blanco,100 % de Godello,Galicia,Galicia
Vinos Juliana,Merlot Crianza 2016,2016,3.7,38,España / Madrid,13.87,Otro,Merlot,Madrid,Madrid
Bodegas Inviosa - Lar de Barros,Tempranillo Crianza 2018,2018,3.9,27,España / Extremadura / Ribera del Guadiana,9.89,Vino tinto,100 % de Tempranillo,Extremadura,Extremadura
Mas Llunes,Cercivm 2019,2019,3.7,76,España / Cataluña / Empordà,8.22,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Grenache, Samsó",Cataluña,Cataluña
Juvé & Camps,Gregal d'Espiells 2021,2021,3.8,67,España / Cataluña / Penedès,8.85,Vino blanco,"Gewürztraminer, Muscat Blanc",Cataluña,Cataluña
Monasterio de Las Vinas,Reserva Grandes Vinos L'Héritage Cariñena 2017,2017,3.7,137,España / Aragón / Cariñena,5.90,Otro,100 % de Cariñena,Aragón,Aragón
Familia Torres,Purgatori Costers del Segre 2019,2019,4.1,163,España / Cataluña / Costers del Segre,25.71,Otro,"Shiraz/Syrah, Grenache, Carignan",Cataluña,Cataluña
Parés Baltà,Xarel-lo Calcari 2021,2021,3.7,35,España / Cataluña / Penedès,10.65,Vino blanco,100 % de Xarel-lo,Cataluña,Cataluña
Vinícola Real,Cueva del Monge Rioja 2014,2014,4.2,57,España / Rioja,16.30,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Bodega Verde,Macabeo 2019,2019,4.0,96,España / Aragón / Cariñena,6.95,Vino blanco,100 % de Macabeo,Aragón,Aragón
Bodegas Mauro,Red 1997,1997,4.1,27,España / Castilla y León,66.75,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Recaredo,Serral del Vell Brut Nature 2017,2017,4.4,27,España / Cataluña / Penedès,35.95,Vino espumoso,100 % de Macabeo,Cataluña,Cataluña
Raimat,Clamor Blanco 2020,2020,3.4,250,España / Cataluña / Costers del Segre,5.99,Vino blanco,"Xarel-lo, Chardonnay, Sauvignon Blanc",Cataluña,Cataluña
MontRubí,Gaintus One Night's Rosé 2018,2018,3.7,70,España / Cataluña / Penedès,12.50,Vino rosado,100 % de Sumoll,Cataluña,Cataluña
Lan,Viña Lanciano Reserva 2015,2015,4.2,614,España / Rioja,15.10,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Palomo Cojo,Verdejo 2021,2021,3.9,132,España / Castilla y León / Rueda,7.30,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Palacio de Primavera,Vendimia Seleccionada Reserva 2015,2015,3.8,1580,España / Rioja,11.90,Vino tinto,100 % de Tempranillo,Rioja,Rioja
El Perro Verde,Rueda 2020,2020,3.8,738,España / Castilla y León / Rueda,10.55,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Remírez de Ganuza,Trasnocho 2010,2010,4.4,265,España / Rioja,133.75,Vino tinto,"Tempranillo, Malvasia, Graciano",Rioja,Rioja
El Grifo,Lias 2018,2018,3.8,45,España / Islas Canarias / Lanzarote,18.50,Vino blanco,Malvasia,Islas Canarias,Islas Canarias
Agricola de Cadalso,Syrah 2018,2018,3.4,76,España / Madrid,9.40,Vino tinto,100 % de Shiraz/Syrah,Madrid,Madrid
Clos Pons,Alges 2015,2015,4.0,144,España / Cataluña / Costers del Segre,10.95,Vino tinto,"Shiraz/Syrah, Tempranillo, Garnacha",Cataluña,Cataluña
Condado de Haza,Crianza Ribera del Duero 2018,2018,4.0,1764,España / Castilla y León / Ribera del Duero,12.35,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Finca Albret,La Viña de Mi Madre Reserva 2015,2015,4.2,68,España / Navarra,23.50,Vino tinto,"95 % de Cabernet Sauvignon, 5 % de Merlot",Navarra,Navarra
Les Cousins Marc & Adrià,Sagesse 2015,2015,4.0,54,España / Cataluña / Priorato,22.50,Vino tinto,100 % de Cariñena,Cataluña,Cataluña
Fillaboa,Selección Finca Monte Alto 2019,2019,4.1,40,España / Galicia / Rías Baixas,19.90,Vino blanco,100 % de Albariño,Galicia,Galicia
Castro Candaz,A Boca do Demo 2018,2018,4.2,55,España / Galicia / Ribeira Sacra,26.90,Vino tinto,100 % de Mencia,Galicia,Galicia
Lan,Duquesa De Valladolid Verdejo Rueda 2021,2021,3.7,77,España / Castilla y León / Rueda,5.65,Otro,100 % de Verdejo,Castilla y León,Castilla y León
Valtravieso,Ribera del Duero Crianza 2018,2018,3.9,981,España / Castilla y León / Ribera del Duero,15.90,Vino tinto,100 % de Tinto Fino,Castilla y León,Castilla y León
Bodegas Carramimbre,Altamimbre 2017,2017,4.2,37,España / Castilla y León / Ribera del Duero,26.90,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Chozas Carrascal,Cava Reserva Brut Nature 2018,2018,3.8,27,España / Cava,17.50,Vino espumoso,"Chardonnay, Macabeo",Cava,Cava
Telmo Rodriguez,LZ Rioja 2017,2017,3.7,857,España / Rioja,9.40,Vino tinto,"Garnacha, Tempranillo, Graciano",Rioja,Rioja
Cartoixa de Montsalvat,Montgarnatx 2013,2013,4.1,50,España / Cataluña / Priorato,26.97,Vino tinto,"Cariñena, Garnacha",Cataluña,Cataluña
Bernabeleva,Navaherreros Blanco 2017,2017,3.6,168,España / Madrid,12.90,Vino blanco,100 % de Albillo,Madrid,Madrid
Lan,Gran Reserva Rioja 2012,2012,4.0,1087,España / Rioja,19.70,Vino tinto,"90 % de Tempranillo, 10 % de Mazuelo",Rioja,Rioja
Marques de Velilla,Doncel de Mataperras 2015,2015,3.4,36,España / Castilla y León / Ribera del Duero,29.83,Vino tinto,Tinta del Pais,Castilla y León,Castilla y León
Bodegas Roda,Sela Rioja 2019,2019,3.9,226,España / Rioja,14.85,Vino tinto,"95 % de Tempranillo, 3 % de Garnacha, 2 % de Graciano",Rioja,Rioja
Barahonda,Zona Zepa Monastrell 2015,2015,4.5,32,España / Murcia / Yecla,59.90,Vino tinto,100 % de Monastrell,Murcia,Murcia
Viña Pedrosa,Pérez Pascuas Gran Reserva Selección 2014,2014,4.4,185,España / Castilla y León / Ribera del Duero,245.53,Vino tinto,"90 % de Tinto Fino, 10 % de Cabernet Sauvignon",Castilla y León,Castilla y León
Adega Familiar Eladio Piñeiro,Frore de Carme 2017,2017,4.1,105,España / Galicia / Rías Baixas,29.90,Vino blanco,100 % de Albariño,Galicia,Galicia
Albet i Noya,Martí Reserva Penedès 2015,2015,4.4,50,España / Cataluña / Penedès,40.95,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Garnacha",Cataluña,Cataluña
Federico Paternina,Banda Azul Crianza 2017,2017,3.5,3028,España / Rioja,4.21,Vino tinto,"Tempranillo, Garnacha",Rioja,Rioja
Obalo,San Roque 2019,2019,3.5,32,España / Rioja,7.50,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Gramona,Mart Xarel-lo Vermell 2021,2021,4.1,139,España / Cataluña / Penedès,11.40,Vino rosado,100 % de Xarel-lo,Cataluña,Cataluña
Bodega Elias Mora,Toro 2V Premium 2005,2005,4.4,70,España / Castilla y León / Toro,44,Otro,100 % de Tempranillo,Castilla y León,Castilla y León
Bodegueros Quinta Esencia,Silbon 2019,2019,3.9,86,España / Castilla y León / Toro,9.95,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Bodegas Clunia,Tempranillo 2014,2014,3.9,88,España / Castilla y León,14.50,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes) 2019,2019,4.4,981,España / Castilla / Almansa,21.90,Vino tinto,100 % de Garnacha Tintorera,Castilla,Castilla
Cal Batllet - Celler Ripoll Sans,D'Iatra(Artai) Gratallops 2015,2015,4.0,380,España / Cataluña / Priorato,16.75,Vino tinto,"Cariñena, Garnacha, Shiraz/Syrah, Cabernet Sauvignon, Merlot",Cataluña,Cataluña
Terroir Al Límit Soc. Lda,Les Manyes 2015,2015,4.4,105,España / Cataluña / Priorato,187.50,Vino tinto,100 % de Garnacha,Cataluña,Cataluña
Pascona,Lo Petitó de Pascona 2019,2019,3.6,141,España / Cataluña / Tarragona / Montsant,7.15,Otro,"Shiraz/Syrah, Merlot",Cataluña,Cataluña
Borsao Bodegas,Crianza (Selección Crianza) 2015,2015,3.9,1096,España / Aragón / Campo de Borja,7.37,Vino tinto,"Shiraz/Syrah, Garnacha, Tempranillo",Aragón,Aragón
Agusti Torello Mata,Cava Reserva Brut 2015,2015,3.7,492,España / Cava,12.60,Vino espumoso,"Macabeo, Parellada",Cava,Cava
Castell del Remei,Brut Nature N.V.,1809,3.5,186,España / Cava,8.95,Vino espumoso,"Chardonnay, Macabeo, Xarel-lo, Parellada",Cava,Cava
Cuatro Pasos,Rosado 2021,2021,3.6,38,España / Castilla y León / Bierzo,7.90,Vino rosado,100 % de Mencia,Castilla y León,Castilla y León
La Rioja Alta,Viña Arana Gran Reserva 2012,2012,4.3,1520,España / Rioja,25.54,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Ferrer Bobet,Priorat Vinyes Velles 2017,2017,4.4,681,España / Cataluña / Priorato,34.30,Vino tinto,100 % de Cariñena,Cataluña,Cataluña
Raúl Pérez,Ultreia Mencía 2019,2019,4.1,28,España / Castilla y León / Bierzo,15,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
Finca de la Rica,El Nómada 2009,2009,3.6,49,España / Rioja,14.25,Otro,100 % de Tempranillo,Rioja,Rioja
Bodegas Franco-Españolas,Royal 1970,1970,4.2,26,España / Rioja,48,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Josep Grau Viticultor,Rogers Garnatxa 2016,2016,4.0,55,España / Cataluña / Tarragona / Montsant,31.45,Vino tinto,100 % de Grenache,Cataluña,Cataluña
Dominio Dostares,Tombú Prieto Picudo 2019,2019,3.5,32,España / Castilla y León,8.85,Vino rosado,100 % de Prieto Picudo,Castilla y León,Castilla y León
Laventura,Viura 2018,2018,3.7,86,España / Rioja,18.25,Vino blanco,Viura,Rioja,Rioja
Descendientes de J. Palacios,Las Lamas Bierzo (Corullón) 2017,2017,4.3,53,España / Castilla y León / Bierzo,125,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
Contino,Reserva 2005,2005,4.1,191,España / Rioja,94.90,Vino tinto,"Garnacha, Tempranillo, Mazuelo, Graciano",Rioja,Rioja
Bodegas Ateca,Atteca Garnacha (Old Vines) 2017,2017,4.1,1009,España / Aragón / Calatayud,11.01,Vino tinto,100 % de Grenache,Aragón,Aragón
Finca Río Negro,Red Blend 2017,2017,3.9,138,España / Castilla,15.90,Vino tinto,"57 % de Tempranillo, 17 % de Cabernet Sauvignon, 15 % de Shiraz/Syrah, 11 % de Merlot",Castilla,Castilla
Tarsus,T3rno Seleccion de 3 Parcelas Ribera del Duero 2017,2017,4.3,49,España / Castilla y León / Ribera del Duero,38.50,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
El Vínculo,Crianza 2015,2015,3.7,781,España / Castilla / La Mancha,10.75,Vino tinto,100 % de Tempranillo,Castilla,Castilla
Eduardo Garrido Garcia,Reserva 2014,2014,3.9,78,España / Rioja,15,Otro,100 % de Tempranillo,Rioja,Rioja
Pepe Mendoza Casa Agrícola,Pureza 2018,2018,3.9,50,España / Valencia / Alicante,17.50,Vino blanco,100 % de Muscat of Alexandria,Valencia,Valencia
Vionta,Albariño 2018,2018,3.7,1129,España / Galicia / Rías Baixas,9.29,Vino blanco,100 % de Albariño,Galicia,Galicia
Viña Albina,Reserva 2017,2017,3.7,545,España / Rioja,7.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Estefanía,Tilenus Pagos de Posada Bierzo Mencia 2015,2015,3.8,187,España / Castilla y León / Bierzo,16.90,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
Finca Athus,Crianza 2018,2018,3.6,72,España / Rioja,8.35,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Talai - Berri,Getariako Txakolina Blanco 2021,2021,3.5,25,España / País Vasco / Getariako Txakolina,8.95,Otro,Hondarrabi Zuri,País Vasco,País Vasco
Albet i Noya,Finca La Milana Penedès 2016,2016,4.1,89,España / Cataluña / Penedès,26.20,Vino tinto,"Merlot, Garnacha, Tempranillo, Cabernet Sauvignon",Cataluña,Cataluña
Crapula,Gold 2018,2018,3.5,47,España / Murcia / Jumilla,10.25,Vino tinto,"50 % de Shiraz/Syrah, 50 % de Monastrell",Murcia,Murcia
Olivares,Tres Viñedos Monastrell 2017,2017,3.7,37,España / Murcia / Jumilla,14.78,Vino tinto,100 % de Mourvedre,Murcia,Murcia
Pradorey,Finca Valdelayegua Crianza 2017,2017,3.9,524,España / Castilla y León / Ribera del Duero,12.95,Vino tinto,"93 % de Tempranillo, 7 % de Merlot",Castilla y León,Castilla y León
Tinto Pesquera,Millenium Reserva 2015,2015,4.4,166,España / Castilla y León / Ribera del Duero,140,Vino tinto,100 % de Tinto Fino,Castilla y León,Castilla y León
Remírez de Ganuza,Rioja Viña Coqueta 2009,2009,4.2,226,España / Rioja,38.50,Vino tinto,"90 % de Tempranillo, 10 % de Graciano",Rioja,Rioja
Eñe,Premium 2015,2015,4.0,37,España / Castilla y León / Ribera del Duero,15.75,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Celler Laurona,6 Vinyes de Laurona 2006,2006,4.0,76,España / Cataluña / Tarragona / Montsant,34.90,Vino tinto,"Grenache, Cariñena",Cataluña,Cataluña
Vizcarra,Ribera del Duero Torralvo 2017,2017,4.3,52,España / Castilla y León / Ribera del Duero,32.45,Vino tinto,100 % de Tinto Fino,Castilla y León,Castilla y León
Divina Proporción,Platón Tinto 2019,2019,4.4,107,España / Castilla y León / Toro,24.74,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Viña Mayor,Ribera del Duero Tinto Roble 2020,2020,3.4,30,España / Castilla y León / Ribera del Duero,6.79,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Viñedos Hermanos Hernáiz,El Pedal Tempranillo 2019,2019,3.4,189,España / Rioja / Rioja Alta,7.51,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Vetus,Flor de Vetus Verdejo 2013,2013,3.5,317,España / Castilla y León / Rueda,6.95,Otro,100 % de Verdejo,Castilla y León,Castilla y León
Murua,VS Rioja Tempranillo 2019,2019,4.0,31,España / Rioja,13.60,Vino tinto,"90 % de Tempranillo, 10 % de Mazuelo",Rioja,Rioja
Casado Morales,EME Graciano 2014,2014,3.6,31,España / Rioja / Rioja Alavesa,3.80,Vino tinto,Graciano,Rioja,Rioja
Torelló,Raimonda 2015,2015,3.9,85,España / Cataluña / Penedès,13.50,Vino tinto,"Cabernet Sauvignon, Merlot, Tempranillo",Cataluña,Cataluña
Protos,Gran Reserva 2012,2012,4.2,1954,España / Castilla y León / Ribera del Duero,38.84,Vino tinto,100 % de Tinto Fino,Castilla y León,Castilla y León
Garciarevalo,Tresolmos Classic Verdejo 2021,2021,3.9,40,España / Castilla y León / Rueda,7.50,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
La Casa de Las Locas,Godello 2021,2021,4.2,38,España / Galicia / Monterrei,11.90,Vino blanco,100 % de Godello,Galicia,Galicia
Celler Piñol,L'Avi Arrufi 2013,2013,4.1,138,España / Cataluña / Terra Alta,19.35,Vino tinto,"60 % de Cariñena, 30 % de Garnacha, 10 % de Shiraz/Syrah",Cataluña,Cataluña
Daterra Viticultores,Portela do Vento 2018,2018,3.8,252,España / Galicia / Ribeira Sacra,15.95,Vino tinto,100 % de Mencia,Galicia,Galicia
Herència Altés,Garnatxa Blanca 2018,2018,3.8,389,España / Cataluña / Terra Alta,7.70,Vino blanco,100 % de Garnacha Blanca,Cataluña,Cataluña
